Fecha|Valor
2015-12-15 00:00:00|504.0
2015-12-16 00:00:00|493.0
2015-12-17 00:00:00|483.0
2015-12-18 00:00:00|475.0
2015-12-19 00:00:00|469.0
2015-12-20 00:00:00|458.0
2015-12-21 00:00:00|448.0
2015-12-22 00:00:00|434.0
2015-12-23 00:00:00|430.0
2015-12-24 00:00:00|427.0
2015-12-25 00:00:00|418.0
2015-12-26 00:00:00|409.0
2015-12-27 00:00:00|400.0
2015-12-28 00:00:00|400.0
2015-12-29 00:00:00|399.0
2015-12-30 00:00:00|395.0
2015-12-31 00:00:00|392.0
2016-01-01 00:00:00|387.00000000000927
2016-01-02 00:00:00|381.9375000000066
2016-01-03 00:00:00|375.31250000000034
2016-01-04 00:00:00|375.0
2016-01-05 00:00:00|375.0
2016-01-06 00:00:00|375.0
2016-01-07 00:00:00|375.0
2016-01-08 00:00:00|375.0
2016-01-09 00:00:00|374.687500000004
2016-01-10 00:00:00|364.6875000000141
2016-01-11 00:00:00|345.0000000000145
2016-01-12 00:00:00|327.6875000000092
2016-01-13 00:00:00|316.8125000000038
2016-01-14 00:00:00|311.31250000000585
2016-01-15 00:00:00|305.0000000000043
2016-01-16 00:00:00|297.5000000000072
2016-01-17 00:00:00|284.8750000000117
2016-01-18 00:00:00|273.2500000000029
2016-01-19 00:00:00|270.0625000000018
2016-01-20 00:00:00|265.8750000000056
2016-01-21 00:00:00|257.43750000000716
2016-01-22 00:00:00|249.1250000000039
2016-01-23 00:00:00|242.50000000000549
2016-01-24 00:00:00|234.8750000000065
2016-01-25 00:00:00|226.50000000000608
2016-01-26 00:00:00|217.50000000000725
2016-01-27 00:00:00|207.50000000000725
2016-01-28 00:00:00|200.18750000000196
2016-01-29 00:00:00|196.50000000000347
2016-01-30 00:00:00|194.12499999999898
2016-01-31 00:00:00|194.68750000000398
2016-02-01 00:00:00|190.00000000000435
2016-02-02 00:00:00|182.81250000000327
2016-02-03 00:00:00|179.8750000000016
2016-02-04 00:00:00|176.62500000000188
2016-02-05 00:00:00|174.8750000000016
2016-02-06 00:00:00|173.68750000000455
2016-02-07 00:00:00|169.00000000000492
2016-02-08 00:00:00|163.9375000000057
2016-02-09 00:00:00|158.06250000001077
